,summary,Hazard,Mitigation,Impacts,Causes,Adaptation,word
überschwemmung+en erd+rutsch+en,2.3301112100413395,-0.14281952374045215,-0.1474207421301505,0.17844638948531938,0.33976964185187786,-0.015732382849845045,überschwemmung+en erd+rutsch+en
letzten,3.074645218959906,-0.07254819229505964,-0.08125427708698837,0.1198303245156971,0.06249611926777409,0.007732308432221296,letzten
erd+rutsch+en letzt+en,2.3090843905718295,-0.1337546059118215,-0.13835582430151966,0.15885346346178267,0.3488345596805084,-0.006667465021214135,erd+rutsch+en letzt+en
Tagen,6.673289547838795,0.01744650012748965,0.004305311265945613,0.06660096746762396,-0.7124272860125813,0.012002526067668197,Tagen
letzt+en tag+en,2.3019593193423447,-0.13066416593832042,-0.13526538432801877,0.1520436798668623,0.35192499965400953,-0.003577025047713243,letzt+en tag+en
mehr,14.305477477952707,-0.06376214063585402,-0.043272411868879083,0.11464954859535591,0.2198221087630276,-0.11824474781824773,mehr
tag+en mehr,2.297119615705597,-0.12855952477361796,-0.13316074316331636,0.14736725775907678,0.3540296408187121,-0.0014723838830107572,tag+en mehr
750 mensch+en,2.287844663929925,-0.12451370724418048,-0.1291149256338788,0.13828772123891056,0.35807545834814947,0.0025734336464267073,750 mensch+en
ums,14.536723263570066,0.01295981508041368,0.07054867433471344,0.0876229579431284,-1.4909924486464106,-0.047343833407603626,ums
mensch+en um,7.950334119849362,0.016178699081824652,0.011266315620235228,0.083727258516468,-0.8875283175151707,-0.0029511581151528783,mensch+en um
um leben,12.524409206266853,-0.0022444981529772786,0.07662806468090858,0.09144823534379501,-1.3419938387761572,-0.05211813881793678,um leben
gekommen,15.233730749218704,0.012156834098704244,0.08465091508902813,0.07830189420573491,-1.5378264595399636,-0.050969255300749194,gekommen
leben ge+komm+en,8.42429955541042,-0.061008045717416144,0.10257264083811928,0.10763928774061597,-0.9454346960365723,-0.07866408213025773,leben ge+komm+en
indonesische,2.6283267956441883,-0.2632509720245321,-0.2678521904142305,0.39496914335881494,0.21933819356779782,-0.13616383113392497,indonesische
ge+komm+en indonesisch+e,2.269633405312201,-0.11652185066472509,-0.12112306905442338,0.11999581582285976,0.3660673149276049,0.010565290225882165,ge+komm+en indonesisch+e
Medien,2.2639393674147668,-0.11400990647548064,-0.11861112486517908,0.1141459104064303,0.3685792591168494,0.013077234415126517,Medien
indonesisch+e medi+en,2.2639393674147668,-0.11400990647548064,-0.11861112486517908,0.1141459104064303,0.3685792591168494,0.013077234415126517,indonesisch+e medi+en
Mittwoch,5.123084163570578,0.003431507339584661,-0.008851038315777635,0.059190802973788474,-0.44807099547143986,0.021978532630223046,Mittwoch
medi+en mittwoch,2.259979263006407,-0.11225916525160529,-0.11686038364130383,0.11003962945418737,0.37033000034072444,0.014827975639001775,medi+en mittwoch
berichtet,4.182500261637791,-0.015024405999469182,-0.02630838796000224,0.06427241075769025,-0.24522357851225896,0.024772660616326905,berichtet
mittwoch bericht+et,2.256683206518533,-0.11079965522834839,-0.1154008736180468,0.10659795353242989,0.37178951036398167,0.016287485662258787,mittwoch bericht+et
Hunderte,4.008898567893693,-0.28557982282448213,-0.2947452597471421,0.4951982293376995,-0.20283089431924756,-0.21157856966756977,Hunderte
weitere,11.274433562972394,-0.001988846201318516,-0.002489024641322887,0.15396666532047487,-1.2368520078875107,-0.04489028084952015,weitere
hundert+e weit+er+e,2.2483360896422018,-0.10709395459551074,-0.11169517298520902,0.0977830954364472,0.3754952109968194,0.01999318629509642,hundert+e weit+er+e
vermisst,3.173667873846634,-0.45179150467966184,-0.45639272306936013,0.6271826351615604,0.03079766091266825,-0.32470436378905454,vermisst
weit+er+e vermiss+t,2.2441691123052987,-0.10523887448115074,-0.10984009287084914,0.09332861112504251,0.3773502911111792,0.021848266409456463,weit+er+e vermiss+t
Schwerpunkt,2.241607852188829,-0.10409692720420159,-0.1086981455939,0.0905724947071178,0.3784922383881283,0.022990213686405577,Schwerpunkt
nördliche,4.8155506715336855,-0.15036596351515275,-0.16167956304366338,-0.08021229321148426,1.1655706550743334,-0.11113382043797239,nördliche
schwerpunkt nördlich+e,2.245240217288898,-0.10571604415995993,-0.11031726254965828,0.09447709520150789,0.3768731214323702,0.021371096730647316,schwerpunkt nördlich+e
Provinz,15.105390585969685,0.054071753773499036,0.039770420235275473,0.060897877924368383,-1.529366034640619,-0.011078691196412988,Provinz
nördlich+e provinz,2.248045051065726,-0.1069645000106904,-0.11156571840038883,0.0974731553112728,0.3756246655816397,0.02012264087991678,nördlich+e provinz
Aceh,8.70444434781374,0.03860471339901042,0.024893161142346673,0.04857346269431956,-0.9781481018782188,0.011041167845845216,Aceh
provinz aceh,6.322835024486537,0.020642420351516366,0.0076315031754190495,0.05138686419407095,-0.6584820494787936,0.01937108897817009,provinz aceh
aceh ein,2.2532825167044326,-0.10929157704446982,-0.11389279543416819,0.10302395332695909,0.3732975885478602,0.017795563846137237,aceh ein
Tropensturm,3.4641418261114163,-0.09049129669528647,-0.10005674549700479,0.1831092291464492,-0.05677929481292241,-0.02221975448175502,Tropensturm
ein tropensturm,2.2546118511823297,-0.10988135773050361,-0.11448257612020207,0.10442384016848767,0.3727078078618263,0.017205783160103467,ein tropensturm
tropensturm hochwasser,2.2603605174018986,-0.11242784920675766,-0.11702906759645593,0.1104363181203552,0.37016131638557237,0.014659291683849591,tropensturm hochwasser
bereits,9.39871435402254,0.0016038941012791505,-0.012168309272936445,0.1415198653061986,-1.0548872711513664,-0.028843005662701034,bereits
hochwasser bereits,2.267809320109494,-0.11571783597567994,-0.1203190543653782,0.11812871587055036,0.36687132961665003,0.011369304914927289,hochwasser bereits
letzte,2.2715273676215224,-0.11735598207466076,-0.12195720046435901,0.12192759473712007,0.36523318351766926,0.00973115881594648,letzte
bereits letzt+e,2.2715273676215224,-0.11735598207466076,-0.12195720046435901,0.12192759473712007,0.36523318351766926,0.00973115881594648,bereits letzt+e
letzt+e woche,2.2750240221195757,-0.11889413919099526,-0.12349535758069365,0.1254758789473327,0.36369502640133455,0.008193001699611888,letzt+e woche
woche hundert+e,2.278223982417687,-0.12029971201362749,-0.12490093040332587,0.12870259454068364,0.36228945357870246,0.006787428876979738,woche hundert+e
Menschenleben,3.2502991777381585,-0.05453971883496595,-0.06388219969280866,0.09573701613959289,0.00693859112840306,0.01695777260519136,Menschenleben
hundert+e mensch+en+leben,2.2834227513024463,-0.12257905166399162,-0.12718027005369018,0.13390358333119615,0.3600101139283382,0.004508089226615433,hundert+e mensch+en+leben
mehreren,12.179445858156399,0.0190262567718925,0.03994513274743366,0.0946089534795159,-1.3140641272785614,-0.03041211050125168,mehreren
mensch+en+leben mehrere+n,2.294841704775046,-0.12756739484985694,-0.13216861323955534,0.14515174907471684,0.35502177074247304,-0.0004802539592497512,mensch+en+leben mehrere+n
Ländern,10.986698633031207,0.0385493583863087,0.047007612335668,0.05083278668474341,-1.2109996880068672,-0.005343446351397259,Ländern
mehrere+n land+ern,8.328568229805413,0.02242526197043646,0.040250631035234505,0.05276741418306989,-0.9340059223077278,-0.0006815166908263371,mehrere+n land+ern
Südostasiens,2.3090843905718295,-0.1337546059118215,-0.13835582430151966,0.15885346346178267,0.3488345596805084,-0.006667465021214135,Südostasiens
land+ern südostasien+s,2.3090843905718295,-0.1337546059118215,-0.13835582430151966,0.15885346346178267,0.3488345596805084,-0.006667465021214135,land+ern südostasien+s
gefordert,3.253670648151363,-0.06748244836898298,-0.07672650957134809,0.12330618561352197,0.005901848706331919,0.005412980168974905,gefordert
südostasien+s ge+forder+t,2.3227205811944556,-0.13964269062282753,-0.14424390901252598,0.17164373080905426,0.3429464749695023,-0.012555549732220493,südostasien+s ge+forder+t
darunter,2.336938935638065,-0.1457454535053579,-0.15034667189505613,0.1846521975326562,0.336843712086972,-0.018658312614750636,darunter
ge+forder+t darunter,2.336938935638065,-0.1457454535053579,-0.15034667189505613,0.1846521975326562,0.336843712086972,-0.018658312614750636,ge+forder+t darunter
Thailand,4.754988739587827,-0.023372549237392418,-0.03523914194556221,0.10716272963496475,-0.3735086899522785,0.004642694293311775,Thailand
darunter thailand,2.360371054078222,-0.1557223606534795,-0.16032357904317796,0.20539518272622173,0.32686680493885034,-0.028635219762872387,darunter thailand
Sri,7.205849740474137,0.011914512337187261,-0.0013930364144217045,0.08951908615578105,-0.7892075221846312,0.0007508464742298914,Sri
thailand sri,2.3908756956455854,-0.16856322635748425,-0.1731644447471826,0.23118259726625703,0.3140259392348456,-0.04147608546687702,thailand sri
Lanka,6.8483804089714,0.006231136387637933,-0.006945866129497592,0.09602686368811576,-0.7383265497501319,-0.0004046501201630461,Lanka
sri lanka,6.8483804089714,0.006231136387637933,-0.006945866129497592,0.09602686368811576,-0.7383265497501319,-0.0004046501201630461,sri lanka
auf sumatra,2.4470553802948567,-0.19178894378935676,-0.19639016217905522,0.27541391832495543,0.2908002218029731,-0.0647018028987496,auf sumatra
stieg,3.7222346013900416,-0.09737710014050693,-0.10743006170666526,0.21057719473489336,-0.12863854931390886,-0.0364728819523245,stieg
sumatra steig,2.4968506149404117,-0.21193371136357717,-0.21653492975327546,0.31147831792703584,0.27065545422875287,-0.08484657047296985,sumatra steig
Zahl,6.424241144016864,-0.1767797628245553,-0.18923118535170355,0.41211836186320505,-0.674392876003178,-0.16240224661253402,Zahl
steig zahl,2.613080400069691,-0.2574332829929411,-0.26203450138263934,0.3860539772202981,0.22515588259938893,-0.13034614210233386,steig zahl
Tote…,2.971832165866667,-0.38608218115024345,-0.39068339953994174,0.5569423365802673,0.09650698444208647,-0.25899504025963627,Tote…
zahl tote…,2.971832165866667,-0.38608218115024345,-0.39068339953994174,0.5569423365802673,0.09650698444208647,-0.25899504025963627,zahl tote…
+4380,2.653181829037131,-0.27266313761920513,-0.2772643560089035,0.4091189882154313,0.20992602797312473,-0.14557599672859786,+4380
tote… +4380,2.653181829037131,-0.27266313761920513,-0.2772643560089035,0.4091189882154313,0.20992602797312473,-0.14557599672859786,tote… +4380
+4380 char+s,2.554682416174614,-0.23483144464711778,-0.23943266303681618,0.35012722691380777,0.24775772094521215,-0.10774430375651048,+4380 char+s
tropensturm mehr,3.4711860527130485,-0.0773449324828409,-0.08702847463881139,0.15804392519091287,-0.0588106995704495,-0.010816857487107827,tropensturm mehr
1.400,4.666614239585505,-0.07428882312426642,-0.08582988837867951,0.20735058932254352,-0.3547481685875678,-0.03950917494019792,1.400
mehr 1.400,4.666614239585505,-0.07428882312426642,-0.08582988837867951,0.20735058932254352,-0.3547481685875678,-0.03950917494019792,mehr 1.400
1.400 tot+e,3.950875309950625,-0.18690874877419256,-0.19674301300376518,0.3664033503699233,-0.18825151389785488,-0.12264304506131055,1.400 tot+e
tot+e überschwemmung+en,3.623017931001555,-0.08529538433242974,-0.09524038188113831,0.18254467239984434,-0.10162172319254069,-0.022719658764335026,tot+e überschwemmung+en
Südostasien,5.963379673084545,-0.039505979833067285,-0.05216906416448087,0.001828751744702336,0.4335216929304399,-0.030679449073893014,Südostasien
überschwemmung+en südostasien,3.5604365967464875,-0.032409825401085675,-0.042607330469337214,0.06881577208967204,-0.08419753895791572,0.02621800134648412,überschwemmung+en südostasien
südostasien mit,3.5921939506085336,-0.015300197610911193,-0.025674520360494536,0.03119652094005128,-0.09307750621860438,0.040479372320958606,südostasien mit
Zyklon,3.6298801334781565,-0.005742329043171139,-0.01624810985103187,0.010577569041399415,-0.10351398872921332,0.04787138401025997,Zyklon
mit zyklon,3.6298801334781565,-0.005742329043171139,-0.01624810985103187,0.010577569041399415,-0.10351398872921332,0.04787138401025997,mit zyklon
Ditwah,3.6734916432680556,0.0020287829931367766,-0.008602837398144257,-0.005836286776131316,-0.11545697328448382,0.05352817676806651,Ditwah
zyklon ditwah,3.6734916432680556,0.0020287829931367766,-0.008602837398144257,-0.005836286776131316,-0.11545697328448382,0.05352817676806651,zyklon ditwah
erlebt,4.4209421822551835,0.0191861188154234,0.0074567859218621834,-0.0074196122162131515,-0.3006671988577256,0.05011468370813666,erlebt
ditwah erleb+t,3.7344067821695512,0.007866946414038232,-0.002902534828923971,-0.01662808712112535,-0.13190334132017312,0.0570012027838317,ditwah erleb+t
Indonesien,36.16433454917585,0.031841143050895075,0.023329437446825772,0.016770214303041667,-0.14774511370578713,-0.07790683207823716,Indonesien
erleb+t indonesien,3.8243606612778316,0.00957912878430224,-0.0013426562277360017,-0.015250523533630472,-0.15570566800753421,0.05603718838020673,erleb+t indonesien
schlimmste,6.1407988668249525,0.03663535194896112,0.023660090716058235,0.007282973161474496,-0.6292692043771329,0.036464888776871325,schlimmste
indonesien schlimm+st+e,4.085174457566788,0.014120006767838528,0.0028064072393276613,-0.011570987840626816,-0.22167879634880805,0.05335214984501876,indonesien schlimm+st+e
Umweltkatastrophe,4.3822802668057355,0.018641674301917606,0.006955910135381267,-0.007868152815570987,-0.2918835598563945,0.050475807603244084,Umweltkatastrophe
schlimm+st+e umwelt+katastrophe,4.3822802668057355,0.018641674301917606,0.006955910135381267,-0.007868152815570987,-0.2918835598563945,0.050475807603244084,schlimm+st+e umwelt+katastrophe
seit,13.594204499434449,0.05060623798530422,0.03638131955562118,0.018490380936859747,-0.746363665324144,-0.007872663297391098,seit
umwelt+katastrophe seit,5.490276371447571,0.031274964553346773,0.018650337334831717,0.002696377890372363,-0.517292957215421,0.04113960284566217,umwelt+katastrophe seit
seit tsunami,7.857067079181015,0.046709480926725847,0.03315799157899904,0.0160839864185968,-0.8757277537408381,0.026157944729851567,seit tsunami
Sulawesi,18.266612291212056,0.010669510572405082,-0.0013506478827174134,0.03589644666759681,-0.047052840491132106,-0.06309308656966728,Sulawesi
tsunami sulawesi,5.185787607001388,0.028324818636183097,0.01590561242765327,0.000199258853408648,-0.46023609328477194,0.043514346072640736,tsunami sulawesi
2018,4.787956332983063,-0.014243920894299012,-0.026180685452084327,0.08811679533533719,-0.380418029636764,0.012244580284352925,2018
sulawesi 2018,4.618329986025826,0.02182658180473793,0.009889817246952695,-0.005235879404071607,-0.3443475269377272,0.048315082983389775,sulawesi 2018
Auch,16.73293984028846,0.04880139186591742,0.03785350849148101,0.07757862721629838,-1.6316935843105291,-0.02209657049537743,Auch
auch sri,4.230970562474075,0.01641700622158067,0.004912062361073571,-0.009694897477265936,-0.2567457762106173,0.05191772366274406,auch sri
lanka thailand,3.9319159794174863,0.011524069234486907,0.000432288410412774,-0.013679201862406083,-0.1834411957260977,0.05491064943929544,lanka thailand
schwer,3.7344067821695512,0.007866946414038232,-0.002902534828923971,-0.01662808712112535,-0.13190334132017312,0.0570012027838317,schwer
thailand schwer,3.7344067821695512,0.007866946414038232,-0.002902534828923971,-0.01662808712112535,-0.13190334132017312,0.0570012027838317,thailand schwer
betroffen,8.04863649732377,0.04758351292492941,0.03398732574293251,0.01685918372984876,-0.8998170599478138,0.025152428621535484,betroffen
schwer betreff+en,3.6576872437363703,0.006340347138105637,-0.0042912732531753504,-0.017851893368207177,-0.11114540913951497,0.05783974091303543,schwer betreff+en
schweren,54.65535751148372,0.003017638882186588,0.020920206830206955,0.033579967168504796,0.06018897052846036,-0.12300341241450667,schweren
südostasien schwer+en,3.3655975993037393,-0.00010937548037313102,-0.010137602041163856,-0.022977377119939402,-0.027919902067884653,0.061179918710985444,südostasien schwer+en
schwer+en überschwemmung+en,3.328978709164204,-0.003776717208333889,-0.013698835362343429,-0.01660403341712082,-0.016979925085522395,0.05915017842645304,schwer+en überschwemmung+en
überschwemmung+en mehr,3.28089464779391,-0.01334909886373435,-0.023090910257412542,0.0033610145002339444,-0.0024305057560352525,0.052309393846648775,überschwemmung+en mehr
Leichen,3.25121247726709,-0.022562758667523677,-0.032163429978203324,0.02327075622701059,0.006657641225241364,0.04519138152340327,Leichen
1.400 leiche+n,3.25121247726709,-0.022562758667523677,-0.032163429978203324,0.02327075622701059,0.006657641225241364,0.04519138152340327,1.400 leiche+n
gefunden,3.240259713767042,-0.028025535783920336,-0.037556684508914855,0.03532052311495162,0.010032152760154348,0.040747769093820184,gefunden
leiche+n ge+find+en,3.240259713767042,-0.028025535783920336,-0.037556684508914855,0.03532052311495162,0.010032152760154348,0.040747769093820184,leiche+n ge+find+en
worden,16.69563218032885,0.04478709914114923,0.044761272971130264,0.07671221328700414,-1.629461501203533,-0.025746500009910002,worden
ge+find+en werd+en,3.2324288915356623,-0.03489089301091114,-0.04434801907317402,0.05063536681476104,0.012451804478164132,0.034958353478301944,ge+find+en werd+en
Allein,3.2301656698838546,-0.04192273627558986,-0.051317445045562425,0.06642746574159741,0.013152211016999343,0.02882657234809124,Allein
allein indonesien,3.235511034437618,-0.052627880595195235,-0.06194861735347918,0.09047327948294266,0.011498751985244741,0.019179794033129513,allein indonesien
meldeten,3.257704718909359,-0.0687215326013372,-0.0779655938037023,0.12616033314826372,0.004662764473977806,0.004173895936620891,meldeten
indonesien meld+eten,3.257704718909359,-0.0687215326013372,-0.0779655938037023,0.12616033314826372,0.004662764473977806,0.004173895936620891,indonesien meld+eten
meld+eten behörde+n,3.3333039537902294,-0.1017760609000211,-0.1109351646081544,0.19605421093507508,-0.018278352502221998,-0.02768614757501806,meld+eten behörde+n
753,3.4977421357269374,-0.15646661627196262,-0.16557013571333115,0.2996401721261768,-0.06643201832624182,-0.08160117581358484,753
behörde+n 753,3.4977421357269374,-0.15646661627196262,-0.16557013571333115,0.2996401721261768,-0.06643201832624182,-0.08160117581358484,behörde+n 753
753 tot+e,3.7207166855783362,-0.22105931783474084,-0.23013891680184861,0.4043918299798947,-0.1282306692205897,-0.1458615611928262,753 tot+e
bezeichneten,3.354157470719997,-0.12339800828250448,-0.13242543876658544,0.23634131591272628,-0.02451497450217667,-0.047478439081556745,bezeichneten
tot+e bezeichn+eten,3.354157470719997,-0.12339800828250448,-0.13242543876658544,0.23634131591272628,-0.02451497450217667,-0.047478439081556745,tot+e bezeichn+eten
bezeichn+eten zerstörung,3.1723169396984643,-0.07829938707036914,-0.08723401604958574,0.13929617179129694,0.031223421203078413,-0.00110558640857798,bezeichn+eten zerstörung
unerbittli…,3.072453522951937,-0.05821264177631355,-0.06704176945841121,0.08935681788067261,0.06320920236367303,0.02041494566709256,unerbittli…
zerstörung unerbittli…,3.072453522951937,-0.05821264177631355,-0.06704176945841121,0.08935681788067261,0.06320920236367303,0.02041494566709256,zerstörung unerbittli…
+789,3.031033691186245,-0.05141272668711354,-0.06018098421259974,0.07086890628245196,0.07678192437316367,0.028035117061965546,+789
unerbittli… +789,3.031033691186245,-0.05141272668711354,-0.06018098421259974,0.07086890628245196,0.07678192437316367,0.028035117061965546,unerbittli… +789
+789 char+s,3.017345181656059,-0.04938304821547674,-0.05812871562808161,0.06512464175352554,0.08130827207346676,0.030367933867494288,+789 char+s
Nasa-Satellit,5.880854191387163,0.034629122653641195,0.021781620309070104,0.005558763616897609,-0.5860163840819121,0.03827231328234128,Nasa-Satellit
liefert,4.230970562474075,0.01641700622158067,0.004912062361073571,-0.009694897477265936,-0.2567457762106173,0.05191772366274406,liefert
nasa+-+satellit liefer+t,4.230970562474075,0.01641700622158067,0.004912062361073571,-0.009694897477265936,-0.2567457762106173,0.05191772366274406,nasa+-+satellit liefer+t
detaillierten,8.206549411828032,0.04827556618472754,0.034644603087378614,0.01747433324029518,-0.9192469063096816,0.024341961774534453,detaillierten
liefer+t detaillier+t+en,4.491169753044911,0.020151573568554404,0.008345648597435522,-0.006622775537606958,-0.3164275539651762,0.04946607522620962,liefer+t detaillier+t+en
Blick,13.57275342951047,0.06284211951256542,0.04860912648788594,0.030708375030527865,-1.4223787209804795,0.003699460375470591,Blick
detaillier+t+en blick,10.133853464339706,0.05510858259514377,0.0411639481588065,0.023613364908731584,-1.1301960092225865,0.01558994898337178,detaillier+t+en blick
Tsunami-Welle,38.8327151743972,0.08020134301288352,0.06558115704684972,0.0472093091580217,-2.4735774280331424,-0.03484802666346883,Tsunami-Welle
blick tsunami-welle,7.857067079181015,0.046709480926725847,0.03315799157899904,0.0160839864185968,-0.8757277537408381,0.026157944729851567,blick tsunami-welle
Forscher,19.110205282153025,0.06995434255442134,0.05551979719059802,0.03737395753884489,-1.7645368624050946,-0.009692698852639224,Forscher
tsunami-welle forscher,4.665718540214932,0.022427990754836306,0.01044488651998683,-0.004736532198746153,-0.3545562124294543,0.04789363490648614,tsunami-welle forscher
daran,4.943271290550524,0.02572477546756434,0.01349372862438019,-0.0019860184422655527,-0.41234167868207866,0.04550252455107562,daran
forscher daran,4.317791670734953,0.017712250475900384,0.0061014859495974235,-0.00863250866145581,-0.27705844630341975,0.05108471045230988,forscher daran
überrascht,8.733310825023114,0.0504166437899969,0.036681562276972765,0.019385119455662778,-0.98145890688625,0.02175096205682902,überrascht
daran überrascht,4.154016889802433,0.015224426252065023,0.003818242919988988,-0.010670207055722303,-0.2383901534366736,0.05266915931065961,daran überrascht
Erstmals,5.908953293551779,0.03485408117699165,0.021992044510828566,0.005751643001040161,-0.590783070120593,0.03807321480857175,Erstmals
überrascht erstmals,3.9319159794174863,0.011524069234486907,0.000432288410412774,-0.013679201862406083,-0.1834411957260977,0.05491064943929544,überrascht erstmals
erstmals forscher,6.265655597262788,0.037542700968257604,0.02451104523586159,0.008065806510067535,-0.6493975893666953,0.03562325398846645,erstmals forscher
innen,8.309567028680615,0.048713937160090905,0.035061228391736664,0.017864612013802898,-0.931721867142864,0.023821890685527095,innen
forscher innen,5.171227017975942,0.028175366693665327,0.015766796880566356,7.325795717475045e-05,-0.45742435667040726,0.04363120771845082,forscher innen
dank,5.116656613212515,0.02760794483622211,0.015239957994707128,-0.00040469226602425266,-0.446815582596766,0.044071977924179474,dank
innen dank,5.116656613212515,0.02760794483622211,0.015239957994707128,-0.00040469226602425266,-0.446815582596766,0.044071977924179474,innen dank
Satellitenaufnahmen,5.122270533985837,0.027666857004875468,0.015294641966676193,-0.00035510143237576364,-0.44791216649763266,0.0440264287320188,Satellitenaufnahmen
dank satellit+en+aufnahme+n,5.122270533985837,0.027666857004875468,0.015294641966676193,-0.00035510143237576364,-0.44791216649763266,0.0440264287320188,dank satellit+en+aufnahme+n
satellit+en+aufnahme+n detaillier+t+en,6.23007946684127,0.037287677554417004,0.024271784462053286,0.007845587817280791,-0.6437034503083127,0.035861372233972,satellit+en+aufnahme+n detaillier+t+en
riesige,9.61619152270176,0.053519601100598696,0.03964304538674042,0.022175055957666157,-1.0777626567588583,0.01775549347999072,riesige
blick riesig+e,8.644976455828814,0.05007436641258339,0.03635557539665361,0.019078878044053078,-0.9712927577658585,0.022173896012308195,blick riesig+e
riesig+e tsunami-well+e,12.761624849646967,0.0613550536248794,0.04717192571605498,0.02933176697022155,-1.3607569712017669,0.00617789281683615,riesig+e tsunami-well+e
Pazifik,25.785715493043366,-0.28748750789614996,-0.17168372948577934,-0.32000987471516207,1.7037312945609016,-0.37597056239095555,Pazifik
tsunami-well+e pazifik,7.198166491207837,0.04337498238920174,0.03000190536548741,0.013143872607075073,-0.7881407016713223,0.029818774663146055,tsunami-well+e pazifik
werfen,6.511280670810866,0.03923138436063567,0.026097097959357697,0.00952784256668542,-0.6878505225778432,0.0340147901789244,werfen
pazifik werf+en,6.511280670810866,0.03923138436063567,0.026097097959357697,0.00952784256668542,-0.6878505225778432,0.0340147901789244,pazifik werf+en
Was,17.420085116350272,0.06378006215271384,0.06497596658510746,0.031302076974886836,-1.6719382196185084,-0.010306660194934267,Was
was dabei,5.3017782120568935,0.029487079468545837,0.016985909055836333,0.0011807858157644928,-0.4823566380735162,0.04259440500578856,was dabei
offenbarte,5.164146922510981,0.028102401720104333,0.01569903276294276,1.1759578190908348e-05,-0.4560542859572953,0.043688144648216846,offenbarte
dabei offenbar+te,5.164146922510981,0.028102401720104333,0.01569903276294276,1.1759578190908348e-05,-0.4560542859572953,0.043688144648216846,dabei offenbar+te
Expert,4.812170515211286,0.024213626860251834,0.012094944563585446,-0.0032495650051585214,-0.38546259497648916,0.04661588184319765,Expert
offenbar+te experte,4.812170515211286,0.024213626860251834,0.012094944563585446,-0.0032495650051585214,-0.38546259497648916,0.04661588184319765,offenbar+te experte
experte innen,4.7160429891650955,0.023053754568754335,0.011022794790022722,-0.004216180145625054,-0.36528446031068207,0.04745040700624355,experte innen
innen überrasch+t,4.641675586461307,0.022124358221362106,0.010164607073190834,-0.0049887289101020835,-0.3493897809007274,0.04810696106494168,innen überrasch+t
Erkenntnisse,4.462416874596682,0.019759890995092323,0.007984935995292614,-0.0069462739581031135,-0.31000488146896243,0.049730495873461296,Erkenntnisse
überrasch+t erkenntnis+se,4.462416874596682,0.019759890995092323,0.007984935995292614,-0.0069462739581031135,-0.31000488146896243,0.049730495873461296,überrasch+t erkenntnis+se
dürften,4.349308397722342,0.018169857161943102,0.006522068206666464,-0.0082563862009542,-0.28433120550921004,0.05078609708726913,dürften
erkenntnis+se dürf+ten,4.349308397722342,0.018169857161943102,0.006522068206666464,-0.0082563862009542,-0.28433120550921004,0.05078609708726913,erkenntnis+se dürf+ten
künftig,4.251670950247455,0.016730549706666112,0.0051998512532841785,-0.009438021203650358,-0.26162643250947837,0.05171770795199231,künftig
dürf+ten künftig,4.251670950247455,0.016730549706666112,0.0051998512532841785,-0.009438021203650358,-0.26162643250947837,0.05171770795199231,dürf+ten künftig
helfen,4.197819191838365,0.015908529269553585,0.0044455387792708394,-0.010111072380927217,-0.24887951247710638,0.05223990636317967,helfen
künftig helf+en,4.197819191838365,0.015908529269553585,0.0044455387792708394,-0.010111072380927217,-0.24887951247710638,0.05223990636317967,künftig helf+en
Ende,6.140038821304788,0.003669530620887638,-0.009213209854160168,0.08701325203285032,-0.6291454269051988,0.006280396228916027,Ende
Jul…,4.118673904586442,0.014661981064439597,0.0033028132455714164,-0.01112923611149523,-0.22984560581010544,0.0530185110003852,Jul…
ende jul…,4.118673904586442,0.014661981064439597,0.0033028132455714164,-0.01112923611149523,-0.22984560581010544,0.0530185110003852,ende jul…
jul… ende,4.147991104998471,0.015129201135210185,0.003730958118642306,-0.010747965764521195,-0.23693850803572922,0.05272853122992373,jul… ende
Juli,4.069066362382882,0.01385626213616155,0.0025649311817121335,-0.011785758786201861,-0.21772794022558664,0.053513458700628944,Juli
ende juli,4.069066362382882,0.01385626213616155,0.0025649311817121335,-0.011785758786201861,-0.21772794022558664,0.053513458700628944,ende juli
2025,17.9588441507392,0.0685928731898618,0.05489319921085929,0.03607647132921923,-1.7023970660180476,-0.007500295510922448,2025
juli 2025,4.096146173758871,0.01429847791449964,0.0029698442931666387,-0.011425581457476483,-0.22436093613135147,0.05324260556258199,juli 2025
kam,19.747696413509416,0.06962345237841149,0.0584429081459095,0.03701273999131733,-1.7973512093318702,-0.011812897161467094,kam
2025 komm,4.124431854945334,0.014754261170734199,0.0033873603734579515,-0.01105396486036274,-0.23124264024429764,0.052961411493308005,2025 komm
komm russisch+en,4.217513266292766,0.016211546951269477,0.0047235273117986415,-0.009863120557414414,-0.2535600430458385,0.0520482313977829,komm russisch+en
Halbinsel,8.301878221231487,0.03813200784644063,0.024498656179832674,0.04430216950288269,-0.9307961429951407,0.014093853174510758,Halbinsel
russisch+en halbinsel,4.295045337787348,0.01737788663867853,0.005794294844467908,-0.008907074410806034,-0.2717764734043965,0.05130146584824661,russisch+en halbinsel
Kamtschatka,8.196572075153988,-0.08674381240892062,-0.10011640703257187,0.29726478030108966,-0.9180303893299802,-0.1002820887155269,Kamtschatka
halbinsel kamtschatka,5.239111757515265,0.00723371325999453,-0.005146243539672969,0.05401103996563069,-0.4704663341176724,0.0234016716917579,halbinsel kamtschatka
kamtschatka erdbeben,4.573599003644827,0.021247743961641526,0.009355899279126115,-0.00571579287590398,-0.33461478519644455,0.04871658897100121,kamtschatka erdbeben
